"Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Caribbean small states","CSS","Agriculture value added per worker (constant 2010 US$)","EA.PRD.AGRI.KD","3919.86705604865","4240.41796444626","4476.2527451251","4421.07314315837","4498.94062565347","4619.74636989409","4855.12132060136","4614.30310324145","4381.68595133838","4602.72720861204","4412.4034187931","4642.91878564454","4723.23462538181","4955.71819133484","4673.3311291526","4314.68992622204","4611.92773501391","4523.88799690609","4478.87892797382","4868.98046101284","5073.39653806508","5242.76981330087","5471.59432784999","5362.95179601603","5545.3482437393","5681.48703677707","5450.16188539755","",
"Caribbean small states","CSS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","52.1999990196","54.8000013083","55.099998489","43.3000000567","84.4000011535","85.9999972433","76.399998054","73.9999999553","104.2999988347","119.9000000507","108.797","99.33","118.334","109.331","108.483","91.545","88.815","90.58","94.014","116.23","43.365855596","43.0173949550333","44.2651508206895","77.05199862","","70.1019589639255","70.61137662711","",
"Caribbean small states","CSS","Air transport, passengers carried","IS.AIR.PSGR","4412200","4461200","4324000","4455100","4779300","5123200","4681700","4566100","4607700","6250100","6769190","6579219","6306172","6210378","5043466","4742561","4645698","4918479","4978399","4424144","4996231","5829441.17601145","5920044.89645018","5475499.6","6162872.32887981","5845802.06687981","5945184.20082","",
"Caribbean small states","CSS","Annual deforestation (% of change)","ER.FST.DFST.ZG","","","","","","","","","","","0.0709315943623778","","","","","","","","","","0.0483404700023584","","","","","0.0495307109725047","","",
"Caribbean small states","CSS","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","ER.H2O.FWAG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","68.0871554341397","","","",
"Caribbean small states","CSS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","20.9030313740952","","","",
"Caribbean small states","CSS","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","ER.H2O.FWIN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","11.0038814177486","","","",
"Caribbean small states","CSS","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","0.957381982118013","","","",
"Caribbean small states","CSS","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","3.5507","","","",
"Caribbean small states","CSS","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","3647","3415","3669","4109","4329","4785","4787","5140","5479","8277","9129","10064","11644","14092","16897.5","17743.5","16597.743","9652.99","10909.13","11542.84","11967.8","6656.15","6915.978","8358.6","8450.576","6474.74","","",
"Caribbean small states","CSS","Battle-related deaths (number of people)","VC.BTL.DETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Bird species, threatened","EN.BIR.THRD.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","66","",
"Caribbean small states","CSS","Births attended by skilled health staff (% of total)","SH.STA.BRTC.ZS","","","","","","","","","","","92.5855295881226","","","","","","","","","","","","","96.2948934058243","","","","",
"Caribbean small states","CSS","Bribery incidence (% of firms experiencing at least one bribe payment request)","IC.FRM.BRIB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92307692307692","",
"Caribbean small states","CSS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","99159.181","106117.544","110921.532","114526.944","135073.016","131737.483","135340.144","156475.592","193117.685","204088","172327","200389","269547","231610","291451","284064","380780","499197","541395","490833.83","624293.44","519840","353529.829","237691","351712.22","358309.29","","",
"Caribbean small states","CSS","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","3158.01015914323","3252.25795485808","3396.82450089852","3291.39921639138","3570.55694789998","3670.49404920722","3693.16666452017","3727.71605917898","3717.26211509099","3628.02240630708","3623.04320300849","3751.55967896538","3759.97434850231","3863.48817321984","3804.00225868875","3637.33620450818","4051.86096635336","3940.37099764164","3879.06564666799","4077.55040882119","3963.87680689337","4067.92538262931","4239.41283120208","4593.23557619143","4790.51382953662","","","",
"Caribbean small states","CSS","Children in employment, female (% of female children ages 7-14)","SL.TLF.0714.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Children in employment, male (% of male children ages 7-14)","SL.TLF.0714.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Children in employment, total (% of children ages 7-14)","SL.TLF.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","4.74154996871948","6.26793003082275","6.43635988235474","6.90593004226685","6.73725986480713","6.51235008239746","6.67058992385864","6.90688991546631","6.32417011260986","6.21149015426636","6.13321018218994","6.93673992156982","7.76390981674194","7.66329002380371","6.25963020324707","6.47508001327515","6.75719022750854","6.74207019805908","6.197509765625","6.84249019622803","6.30958986282349","6.11256980895996","6.62695980072021","7.20177984237671","","","","",
"Caribbean small states","CSS","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","4.43884992599487","6.44317007064819","6.73769998550415","7.4719500541687","7.28022003173828","6.99580001831055","6.77386999130249","7.01728010177612","6.29272985458374","6.26618003845215","6.24112987518311","7.13040018081665","7.74718999862671","7.97243976593018","6.38851022720337","6.48243999481201","6.97828006744385","6.85640001296997","6.08629989624023","6.87958002090454","6.32034015655518","6.24705982208252","6.59225988388062","7.2751898765564","","","","",
"Caribbean small states","CSS","Children out of school, male (% of male primary school age)","SE.PRM.UNER.MA.ZS","5.03947019577026","6.09490013122559","6.13808012008667","6.34580993652344","6.2014799118042","6.03771018981934","6.56984996795654","6.79970979690552","6.35462999343872","6.15847015380859","6.02834987640381","6.74796009063721","7.78022003173828","7.36141014099121","6.13381004333496","6.46790981292725","6.5429801940918","6.63156986236572","6.30494022369385","6.80664014816284","6.29917001724243","5.98198986053467","6.66063976287842","7.13057994842529","","","","",
"Caribbean small states","CSS","Children out of school, primary","SE.PRM.UNER","40502","54244","56289","60780","59355","57096","57939","59287","53910","52796","52130","59036","65578","64269","52158","53644","55694","55198","50288","54867","49823","47390","50416","53809","","","","",
"Caribbean small states","CSS","Children out of school, primary, female","SE.PRM.UNER.FE","18807","27703","29311","32708","31856","30386","29052","29674","26400","26218","26143","29954","32315","33033","26296","26495","28304","27589","24265","27118","24558","23859","24699","26764","","","","",
"Caribbean small states","CSS","Children out of school, primary, male","SE.PRM.UNER.MA","21695","26541","26977","28071","27499","26710","28887","29613","27510","26578","25987","29082","33263","31235","25862","27148","27391","27609","26023","27750","25265","23531","25717","27046","","","","",
"Caribbean small states","CSS","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.900580364953565","0.900419256391879","0.954618284884099","0.906711005466059","0.875187180771661","0.870840587531602","0.946373586596936","0.873926690479579","0.872236272799364","0.925276519051326","0.929463698474768","0.976362599216705","0.96306424540941","0.982664151119925","0.975765122300862","1.02206445987734","1.04957519899589","1.0397739802316","1.02007230073065","1.03249138300595","1.06614037350902","1.04630895442758","1.01070561146109","1.02893861037659","1.00194541947576","","","",
"Caribbean small states","CSS","CO2 emissions (kg per 2011 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","0.580706303037916","0.57636072385212","0.608138626093836","0.576574380030597","0.556276325700964","0.553423718773101","0.601292655173142","0.554572078227446","0.553900121749644","0.587215145722663","0.589820261210566","0.618100445697873","0.607787007235929","0.615114018276507","0.60831095113934","0.636825445470976","0.65077730557104","0.64334989295121","0.629282781417987","0.636503377027485","0.656250162623703","0.643935635321799","0.622203618820178","0.632166267798813","0.615430211054661","","","",
"Caribbean small states","CSS","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","0.898462969155572","0.863013998791175","0.890301776226552","0.824475964617818","0.77887514311609","0.759049717985524","0.809918976561081","0.734418487502822","0.725653418423323","0.757703459965897","0.744132055824876","0.76243588864686","0.738379073574579","0.732670538998621","0.705176915825798","0.715218834485222","0.709102648429456","0.68283697165948","0.655056783827131","0.657579233432851","0.669799283730701","0.643935635321799","0.610949612423557","0.610866525921145","0.584234509171299","","","",
"Caribbean small states","CSS","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","5.24691087804698","5.2840479496241","5.54277435741269","5.3632845094538","5.26663777118368","5.3540953851107","5.96437526906688","5.63528091188416","5.74489853130819","6.29403146883882","6.5066921708591","6.92453159513083","7.04081680101066","7.56734129142482","7.77692781505732","8.3921022867429","9.14751607133885","9.29378690309362","9.18808770882839","8.91500164132058","9.27710944981283","9.1437342207778","8.88637753142472","9.13802548937418","8.88454138458529","","","",
"Caribbean small states","CSS","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Caribbean small states","CSS","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","9.91367414842549","9.72064564359962","9.79061662676622","9.8671752492118","9.9568585087678","9.78782701463654","9.95635446396616","9.43090555697441","9.45260059347389","9.21339366337119","9.32905751802739","9.20890417101093","","",
"Caribbean small states","CSS","Completeness of birth registration (%)","SP.REG.BRTH.ZS","","","","","","","","","","","","","","","","","","","","","","","","96.982539919415","","","","",
"Caribbean small states","CSS","Completeness of birth registration, rural (%)","SP.REG.BRTH.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Completeness of birth registration, urban (%)","SP.REG.BRTH.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Compulsory education, duration (years)","SE.COM.DURS","","","","","","","","","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","",
"Caribbean small states","CSS","Contributing family workers, female (% of female employment)","SL.FAM.WORK.FE.ZS","","","","","","","","3.4802066286666","3.42817436181135","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Contributing family workers, male (% of male employment)","SL.FAM.WORK.MA.ZS","","","","","","","","1.37499239131235","1.19117909272049","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage (%) - All Labor Market","per_lm_alllm.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage (%) - All Social Assistance","per_sa_allsa.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage (%) - All Social Insurance","per_si_allsi.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social insurance programs in 2nd quintile (% of population)","per_si_allsi.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social insurance programs in 3rd quintile (% of population)","per_si_allsi.cov_q3_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social insurance programs in 4th quintile (% of population)","per_si_allsi.cov_q4_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social insurance programs in poorest quintile (% of population)","per_si_allsi.cov_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social insurance programs in richest quintile (% of population)","per_si_allsi.cov_q5_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social safety net programs in 2nd quintile (% of population)","per_sa_allsa.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social safety net programs in 3rd quintile (% of population)","per_sa_allsa.cov_q3_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social safety net programs in 4th quintile (% of population)","per_sa_allsa.cov_q4_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social safety net programs in poorest quintile (% of population)","per_sa_allsa.cov_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of social safety net programs in richest quintile (% of population)","per_sa_allsa.cov_q5_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)","per_lm_alllm.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)","per_lm_alllm.cov_q3_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of unemployment benefits and ALMP in 4th quintile (% of population)","per_lm_alllm.cov_q4_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of unemployment benefits and ALMP in poorest quintile (% of population)","per_lm_alllm.cov_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Coverage of unemployment benefits and ALMP in richest quintile (% of population)","per_lm_alllm.cov_q5_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Debt service (PPG and IMF only, % of exports of goods, services and primary income)","DT.TDS.DPPF.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Demand for family planning satisfied by modern methods (% of married women with demand for family planning)","SH.FPL.SATM.ZS","","","","","","","","","","","","","","","","","","","","","","","76.5536011657156","","","","","",
"Caribbean small states","CSS","Disaster risk reduction progress score (1-5 scale; 5=best)","EN.CLC.DRSK.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Droughts, floods, extreme temperatures (% of population, average 1990-2009)","EN.CLC.MDAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.PO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","SE.PRM.CUAT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.UP.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.BA.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.BA.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least Master's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.MS.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least Master's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.MS.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least Master's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.MS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least short-cycle tertiary, population 25+, female (%) (cumulative)","SE.TER.CUAT.ST.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least short-cycle tertiary, population 25+, male (%) (cumulative)","SE.TER.CUAT.ST.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed at least short-cycle tertiary, population 25+, total (%) (cumulative)","SE.TER.CUAT.ST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed Doctoral or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.DO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed Doctoral or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.DO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Educational attainment, competed Doctoral or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.DO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","","","19.4768977268345","17.8618298245274","17.9132159746933","17.1278284313874","16.6141098121556","16.9499096286917","14.9180513972154","14.7855661531558","","14.5969696470664","14.7105421361836","13.7687367346284","12.0322433222472","12.1231196220462","11.8979898925992","11.3162461187838","12.1083157400192","12.7257449281869","","","","","","","","",
"Caribbean small states","CSS","Employment in agriculture, female (% of female employment)","SL.AGR.EMPL.FE.ZS","","","11.3353284602245","8.86223687638994","9.18092700315315","8.63763832415269","8.2357361500202","8.19216555300386","7.05289752141364","6.26664244165518","","6.66254013512716","6.66188051273852","5.96622445722655","5.7420519972122","5.12899162050601","5.4097294326062","5.22730008605674","6.12257716014502","","","","","","","","","",
"Caribbean small states","CSS","Employment in agriculture, male (% of male employment)","SL.AGR.EMPL.MA.ZS","","","25.1680480484193","24.1273844722807","24.0249364857367","22.9386344485653","22.3296569967891","22.6866191023922","20.3208194387273","20.5201447568476","","20.0744757892383","20.111788254832","19.365047802618","16.5218188152696","17.2315724591727","16.7319715985337","15.8441437022871","16.7747375104082","","","","","","","","","",
"Caribbean small states","CSS","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","","","20.4670519061327","20.1691226203954","19.9136379346861","21.0809166875571","21.2024305739072","20.7284541617763","21.0360471692536","20.1869502899486","","20.5899473758736","20.8515418658669","20.336229056883","21.489961287754","21.7465398628515","","","","","","","","","","","","",
"Caribbean small states","CSS","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","11.3453948720322","11.3045001375094","11.4389331794467","11.8349969741479","11.3336376939562","11.2162569974317","9.81748872218292","8.73356177547513","","8.11048019855965","8.97194352439952","8.30350279261422","8.28454298769193","8.57204192446509","","","","","","","","","","","","",
"Caribbean small states","CSS","Employment in industry, male (% of male employment)","SL.IND.EMPL.MA.ZS","","","26.8289118090946","26.4347056993577","25.8611421081955","27.4871920502223","27.9460702101907","26.8551847011999","28.5738967470071","27.8166738539482","","29.1399306892027","28.8378518619413","28.9342568685517","30.9114344620501","31.1849269636508","","","","","","","","","","","","",
"Caribbean small states","CSS","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","","","58.7350694132749","60.5240668184488","60.4824344716535","60.7322150878422","60.9573377772573","61.132951759657","62.927090471838","63.9391007917022","","63.7937519648875","62.6328374754254","64.6069919837015","65.1415862936382","65.1346702061454","","","","","","","","","","","","",
"Caribbean small states","CSS","Employment in services, female (% of female employment)","SL.SRV.EMPL.FE.ZS","","","75.8653583335737","78.1168087131657","77.662469040942","78.396116246313","79.1836751075658","79.3866217786298","81.9790334050592","83.8212932162653","","83.908612741101","82.400525067986","84.2712150478917","84.4998380655681","85.6170124328523","","","","","","","","","","","","",
"Caribbean small states","CSS","Employment in services, male (% of male employment)","SL.SRV.EMPL.MA.ZS","","","46.7746910390667","48.1816745722973","48.5136116406774","48.550183545048","48.5272792935373","49.3324108613521","50.0417578365294","50.6276457064856","","49.9430306527692","49.3608189311192","50.5208621341508","51.3701157289877","50.4307745813784","","","","","","","","","","","","",
